1st Road Class,Accident Date,Age of Casualty,Casualty Class,Casualty Severity,Easting,Northing,Lighting Conditions,Number of Vehicles,Reference Number,Road Surface,Sex of Casualty,Time (24hr),Type of Vehicle,Weather Conditions
Unclassified,21-Jan-13,29,Driver,Slight,420668,440755,Daylight: street lights present,3,130029972,Snow,Male,1539,Car,Fine without high winds
Unclassified,21-Jan-13,35,Driver,Slight,426510,433865,Darkness: street lighting unknown,2,130030230,Snow,Female,2125,Car,Fine without high winds
Unclassified,22-Jan-13,8,Pedestrian,Slight,418962,446446,Daylight: street lights present,1,130031334,Wet / Damp,Male,1615,Car,Fine without high winds
Unclassified,22-Jan-13,33,Driver,Slight,431481,435005,Daylight: street lights present,7,130031371,Snow,Male,1430,Car,Fine without high winds
Motorway,16-Sep-13,65,Driver,Slight,430995,424606,Daylight: street lights present,2,09G1050,Dry,Male,1535,Car,Unknown
Motorway,04-Oct-13,56,Driver,Slight,432227,427060,Darkness: street lights present and lit,1,0A41585,Dry,Male,1942,Car,Fine without high winds
Motorway,04-Oct-13,52,Passenger,Slight,432227,427060,Darkness: street lights present and lit,1,0A41585,Dry,Female,1942,Car,Fine without high winds
Motorway,11-Oct-13,39,Driver,Slight,431911,428150,Daylight: street lights present,3,0AB0817,Dry,Male,1404,Car,Other
Motorway,11-Oct-13,38,Driver,Serious,431911,428150,Daylight: street lights present,3,0AB0817,Dry,Male,1404,Car,Other
Motorway,11-Oct-13,46,Driver,Slight,425435,426520,Daylight: street lights present,2,0AB1477,Dry,Female,1530,Car,Fine without high winds
Motorway,15-Oct-13,19,Driver,Slight,429793,432118,Daylight: street lights present,3,0AF0559,Dry,Female,1215,Car,Fine without high winds
Motorway,15-Oct-13,19,Driver,Slight,429793,432118,Daylight: street lights present,3,0AF0559,Dry,Female,1215,Car,Fine without high winds
Motorway,15-Oct-13,43,Driver,Slight,429793,432118,Daylight: street lights present,3,0AF0559,Dry,Male,1215,Goods vehicle 3.5 tonnes mgw and under,Fine without high winds
Motorway,16-Oct-13,61,Driver,Slight,429139,431822,Daylight: street lights present,3,0AG0289,Dry,Female,825,Car,Fine without high winds
Motorway,19-Oct-13,23,Passenger,Slight,430015,432122,Darkness: street lights present and lit,1,0AJ1683,Wet / Damp,Female,2015,Car,Raining without high winds
Motorway,22-Oct-13,65,Driver,Fatal,432244,426028,Daylight: street lights present,2,0AM0676,Wet / Damp,Male,1240,Car,Other
Motorway,22-Oct-13,67,Passenger,Serious,432244,426028,Daylight: street lights present,2,0AM0676,Wet / Damp,Female,1240,Car,Other
Motorway,22-Oct-13,28,Driver,Slight,432244,426028,Daylight: street lights present,2,0AM0676,Wet / Damp,Male,1240,Goods vehicle 3.5 tonnes mgw and under,Other
Motorway,25-Oct-13,38,Driver,Slight,429951,432118,Daylight: street lights present,2,0AP0717,Wet / Damp,Male,745,Motorcycle over 500cc,Raining without high winds
Unclassified,27-Oct-13,27,Driver,Slight,429185,431932,Daylight: street lights present,2,0AR0889,Wet / Damp,Female,1147,Car,Fine with high winds
Motorway,11-Nov-13,55,Driver,Slight,430678,430577,Darkness: street lights present and lit,2,0BB1414,Dry,Female,1805,Car,Fine without high winds
Motorway,13-Nov-13,41,Driver,Slight,424090,428088,Daylight: street lights present,3,0BD0401,Dry,Female,1018,Car,Fine without high winds
Motorway,13-Nov-13,30,Driver,Slight,424090,428088,Daylight: street lights present,3,0BD0401,Dry,Male,1018,Car,Fine without high winds
Motorway,06-Dec-13,58,Driver,Slight,430391,424216,Daylight: street lights present,3,0C61050,Dry,Female,2126,Car,Fine without high winds
Motorway,06-Dec-13,28,Driver,Slight,430391,424216,Daylight: street lights present,3,0C61050,Dry,Male,2126,Car,Fine without high winds
Motorway,09-Dec-13,34,Driver,Slight,432294,426168,Daylight: street lights present,2,0C90374,Dry,Female,945,Goods vehicle 3.5 tonnes mgw and under,Fine without high winds
A,13-Dec-13,34,Driver,Slight,430693,424510,Darkness: street lights present and lit,2,0CD1149,Wet / Damp,Male,1700,Car,Raining without high winds
Motorway,19-Dec-13,28,Driver,Slight,434891,425881,Daylight: street lights present,4,0CJ0503,Dry,Male,1135,Car,Fine without high winds
Motorway,19-Dec-13,41,Driver,Slight,434891,425881,Daylight: street lights present,4,0CJ0503,Dry,Male,1135,Car,Fine without high winds
Motorway,20-Dec-13,59,Driver,Slight,429848,432292,Daylight: street lights present,3,0CK0961,Wet / Damp,Male,1515,Car,Raining with high winds
Motorway,21-Dec-13,44,Driver,Serious,431849,430432,Darkness: street lights present and lit,1,0CL0053,Wet / Damp,Male,15,Car,Other
Motorway,30-Dec-13,38,Driver,Slight,430547,431510,Darkness: street lights present and lit,1,0CU1531,Wet / Damp,Male,2327,Car,Fine without high winds
Motorway,30-Dec-13,35,Passenger,Slight,430547,431510,Darkness: street lights present and lit,1,0CU1531,Wet / Damp,Male,2327,Car,Fine without high winds
Motorway,30-Dec-13,33,Passenger,Serious,430547,431510,Darkness: street lights present and lit,1,0CU1531,Wet / Damp,Female,2327,Car,Fine without high winds
Motorway,30-Dec-13,30,Passenger,Slight,430547,431510,Darkness: street lights present and lit,1,0CU1531,Wet / Damp,Female,2327,Car,Fine without high winds
Unclassified,01-Jan-13,19,Pedestrian,Slight,431914,432891,Darkness: street lights present and lit,1,130000155,Wet / Damp,Male,105,Taxi/Private hire car,Fine without high winds
A,01-Jan-13,27,Driver,Serious,434299,433794,Daylight: street lights present,1,130000503,Wet / Damp,Male,938,Car,Fine without high winds
A,01-Jan-13,28,Passenger,Serious,434299,433794,Daylight: street lights present,1,130000503,Wet / Damp,Male,938,Car,Fine without high winds
A,01-Jan-13,26,Passenger,Serious,427131,431591,Daylight: street lights present,1,130000846,Dry,Male,1518,Car,Fine without high winds
A,01-Jan-13,17,Passenger,Serious,427131,431591,Daylight: street lights present,1,130000846,Dry,Male,1518,Car,Fine without high winds
A,01-Jan-13,27,Passenger,Serious,427131,431591,Daylight: street lights present,1,130000846,Dry,Male,1518,Car,Fine without high winds
Unclassified,02-Jan-13,28,Pedestrian,Slight,431940,435674,Daylight: street lights present,1,130002193,Dry,Female,1545,Car,Fine without high winds
A,02-Jan-13,20,Passenger,Slight,430894,433377,Darkness: street lights present and lit,2,130002211,Wet / Damp,Female,1600,Car,Fine without high winds
A,03-Jan-13,45,Driver,Slight,431827,441776,Darkness: no street lighting,2,130002813,Wet / Damp,Male,520,Car,Raining without high winds
A,03-Jan-13,48,Driver,Slight,431827,441776,Darkness: no street lighting,2,130002813,Wet / Damp,Male,520,Car,Raining without high winds
Unclassified,02-Jan-13,7,Pedestrian,Serious,435312,435027,Daylight: street lights present,1,130003232,Dry,Female,1414,Car,Fine without high winds
Unclassified,03-Jan-13,48,Driver,Slight,431346,435145,Darkness: street lights present and lit,2,130003700,Wet / Damp,Male,1700,Pedal cycle,Raining without high winds
B,03-Jan-13,22,Driver,Slight,432732,430406,Darkness: street lighting unknown,3,130003864,Dry,Female,1702,Car,Fine without high winds
A,03-Jan-13,31,Driver,Slight,435102,433493,Darkness: street lights present and lit,2,130004013,Wet / Damp,Female,1928,Car,Fine without high winds
Unclassified,04-Jan-13,27,Driver,Serious,427367,431028,Darkness: street lighting unknown,2,130004392,Dry,Male,700,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Fine without high winds
A,04-Jan-13,79,Driver,Slight,435001,438398,Daylight: street lights present,2,130004690,Wet / Damp,Male,1140,Car,Fine without high winds
A,04-Jan-13,49,Driver,Slight,435001,438398,Daylight: street lights present,2,130004690,Wet / Damp,Male,1140,Goods vehicle 3.5 tonnes mgw and under,Fine without high winds
A,04-Jan-13,81,Passenger,Slight,435001,438398,Daylight: street lights present,2,130004690,Wet / Damp,Female,1140,Car,Fine without high winds
Unclassified,04-Jan-13,37,Driver,Slight,427192,439170,Daylight: street lights present,2,130004706,Wet / Damp,Male,950,Car,Fine without high winds
Unclassified,04-Jan-13,67,Driver,Serious,424460,439070,Daylight: street lights present,2,130005099,Wet / Damp,Male,1417,Goods vehicle 3.5 tonnes mgw and under,Fine without high winds
A,04-Jan-13,35,Driver,Slight,424232,428230,Daylight: street lights present,2,130005175,Dry,Male,1520,Car,Fine without high winds
Unclassified,04-Jan-13,83,Passenger,Serious,420808,434738,Daylight: street lights present,1,130005214,Dry,Female,1405,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,05-Jan-13,17,Driver,Fatal,433461,428999,Darkness: street lights present and lit,2,130006917,Dry,Male,1737,Motorcycle over 500cc,Fine without high winds
Unclassified,06-Jan-13,33,Driver,Slight,428097,434518,Darkness: street lighting unknown,2,130007118,Dry,Male,125,Car,Fine without high winds
A,06-Jan-13,75,Driver,Slight,420484,434298,Daylight: street lights present,3,130007577,Dry,Male,1230,Car,Fine without high winds
A,06-Jan-13,26,Driver,Serious,440607,432088,Daylight: street lights present,4,130007710,Dry,Male,1345,Motorcycle over 500cc,Fine without high winds
A,06-Jan-13,31,Passenger,Slight,440607,432088,Daylight: street lights present,4,130007710,Dry,Female,1345,Motorcycle over 500cc,Fine without high winds
Unclassified,06-Jan-13,20,Driver,Slight,429154,429904,Darkness: street lights present and lit,2,130007898,Dry,Female,1730,M/cycle 50cc and under,Fine without high winds
Unclassified,07-Jan-13,26,Pedestrian,Slight,431626,434446,Daylight: street lights present,1,130008735,Dry,Female,1021,Car,Fine without high winds
B,07-Jan-13,34,Driver,Slight,420402,434121,Daylight: street lights present,2,130008751,Wet / Damp,Male,955,Pedal cycle,Fine without high winds
B,07-Jan-13,20,Driver,Slight,426898,435691,Daylight: street lights present,2,130009333,Dry,Male,1300,Pedal cycle,Fine without high winds
Motorway,07-Jan-13,26,Driver,Slight,429969,423861,Darkness: street lighting unknown,3,130009691,Dry,Female,1732,Car,Fine without high winds
A,07-Jan-13,38,Driver,Serious,427024,431642,Darkness: street lights present and lit,2,130009692,Dry,Male,1730,Pedal cycle,Fine without high winds
Motorway,07-Jan-13,33,Driver,Slight,432808,425995,Darkness: street lights present and lit,2,130009714,Dry,Female,1740,Car,Fine without high winds
A,07-Jan-13,23,Driver,Slight,428381,432522,Darkness: street lights present but unlit,2,130009868,Dry,Male,2200,Pedal cycle,Fine without high winds
Unclassified,08-Jan-13,38,Driver,Slight,431321,428469,Darkness: street lighting unknown,2,130010135,Dry,Male,635,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,06-Jan-13,49,Driver,Slight,430003,438577,Daylight: street lights present,2,130010159,Dry,Male,1100,Minibus (8 – 16 passenger seats),Fine without high winds
A,08-Jan-13,44,Driver,Slight,425826,438087,Daylight: street lights present,4,130010563,Wet / Damp,Male,840,Car,Fine without high winds
Unclassified,08-Jan-13,30,Driver,Slight,433137,433315,Daylight: street lights present,2,130010801,Dry,Male,1250,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,08-Jan-13,30,Pedestrian,Serious,430742,435470,Daylight: street lights present,1,130010974,Dry,Female,1500,Taxi/Private hire car,Fine without high winds
A,07-Jan-13,37,Driver,Slight,423018,437654,Darkness: street lights present and lit,2,130011028,Dry,Male,700,Pedal cycle,Fine without high winds
Unclassified,08-Jan-13,45,Driver,Slight,426946,435422,Darkness: street lighting unknown,2,130011110,Dry,Male,1725,Car,Fine without high winds
Unclassified,08-Jan-13,9,Passenger,Slight,426946,435422,Darkness: street lighting unknown,2,130011110,Dry,Male,1725,Car,Fine without high winds
Unclassified,08-Jan-13,7,Passenger,Slight,426946,435422,Darkness: street lighting unknown,2,130011110,Dry,Female,1725,Car,Fine without high winds
Unclassified,08-Jan-13,23,Driver,Slight,429694,432311,Darkness: street lighting unknown,2,130011249,Dry,Female,1822,Car,Fine without high winds
B,09-Jan-13,21,Driver,Slight,431874,435944,Darkness: street lighting unknown,2,130011680,Dry,Male,645,Pedal cycle,Fine without high winds
B,09-Jan-13,52,Driver,Serious,422183,428749,Darkness: street lights present but unlit,2,130011714,Wet / Damp,Male,725,Motorcycle over 500cc,Fine without high winds
A,09-Jan-13,29,Driver,Slight,434559,434440,Darkness: street lighting unknown,2,130011841,Dry,Male,730,Pedal cycle,Fine without high winds
Unclassified,09-Jan-13,30,Driver,Slight,419494,437015,Daylight: street lights present,3,130011867,Dry,Female,810,Car,Fine without high winds
Unclassified,09-Jan-13,56,Driver,Slight,419494,437015,Daylight: street lights present,3,130011867,Dry,Female,810,Car,Fine without high winds
A,09-Jan-13,72,Pedestrian,Slight,434960,433393,Daylight: street lights present,1,130012290,Dry,Female,1310,Car,Fine without high winds
A,09-Jan-13,49,Driver,Slight,439471,446163,Daylight: street lights present,1,130012331,Dry,Male,1250,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,09-Jan-13,55,Pedestrian,Slight,430496,425026,Daylight: street lights present,1,130012588,Dry,Female,1515,Car,Fine without high winds
Unclassified,09-Jan-13,41,Driver,Slight,431884,435154,Darkness: street lighting unknown,2,130012756,Dry,Male,1743,Car,Fine without high winds
Unclassified,09-Jan-13,35,Driver,Slight,431983,435510,Darkness: street lighting unknown,2,130012828,Dry,Male,1816,Car,Fine without high winds
Unclassified,09-Jan-13,52,Driver,Slight,430266,433985,Darkness: street lighting unknown,2,130012900,Dry,Male,1800,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,09-Jan-13,19,Passenger,Slight,427034,432971,Darkness: street lights present but unlit,2,130012940,Dry,Male,1711,Taxi/Private hire car,Fine without high winds
Unclassified,09-Jan-13,20,Passenger,Slight,427034,432971,Darkness: street lights present but unlit,2,130012940,Dry,Male,1711,Taxi/Private hire car,Fine without high winds
Unclassified,09-Jan-13,18,Driver,Slight,425321,443091,Darkness: street lights present and lit,1,130013133,Wet / Damp,Male,2005,Car,Fine without high winds
Unclassified,09-Jan-13,18,Passenger,Serious,425321,443091,Darkness: street lights present and lit,1,130013133,Wet / Damp,Male,2005,Car,Fine without high winds
A,09-Jan-13,16,Pedestrian,Slight,431869,435685,Daylight: street lights present,1,130013282,Dry,Female,1035,Car,Fine without high winds
Unclassified,08-Jan-13,75,Pedestrian,Slight,428947,429853,Daylight: street lights present,1,130013285,Dry,Female,1010,Car,Fine without high winds
Unclassified,10-Jan-13,24,Driver,Slight,430235,433212,Darkness: street lights present and lit,3,130013323,Dry,Male,54,Car,Fine without high winds
Unclassified,10-Jan-13,23,Passenger,Slight,430235,433212,Darkness: street lights present and lit,3,130013323,Dry,Male,54,Car,Fine without high winds
Unclassified,08-Jan-13,23,Pedestrian,Slight,431357,431611,Daylight: street lights present,1,130013458,Dry,Male,1230,Car,Fine without high winds
Unclassified,10-Jan-13,21,Pedestrian,Serious,424857,434439,Daylight: street lights present,1,130013524,Dry,Female,750,Car,Fine without high winds
Unclassified,08-Jan-13,77,Driver,Slight,427573,434535,Daylight: street lights present,2,130013620,Dry,Male,1035,Car,Fine without high winds
A,10-Jan-13,30,Pedestrian,Slight,428390,429594,Darkness: street lights present and lit,1,130014413,Dry,Male,1805,Car,Fine without high winds
A,10-Jan-13,15,Passenger,Slight,439405,432653,Darkness: street lights present and lit,2,130014438,Wet / Damp,Male,1825,Car,Fine without high winds
A,10-Jan-13,13,Pedestrian,Slight,431748,435495,Darkness: street lights present and lit,1,130014550,Dry,Male,2111,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,10-Jan-13,49,Driver,Slight,425107,433759,Darkness: street lights present and lit,2,130014771,Dry,Male,2310,Car,Fine without high winds
Unclassified,10-Jan-13,42,Driver,Slight,425107,433759,Darkness: street lights present and lit,2,130014771,Dry,Male,2310,Car,Fine without high winds
Unclassified,10-Jan-13,32,Passenger,Slight,425107,433759,Darkness: street lights present and lit,2,130014771,Dry,Female,2310,Car,Fine without high winds
Unclassified,10-Jan-13,30,Passenger,Slight,425107,433759,Darkness: street lights present and lit,2,130014771,Dry,Female,2310,Car,Fine without high winds
Unclassified,10-Jan-13,39,Driver,Serious,430022,435532,Darkness: street lights present and lit,2,130014783,Wet / Damp,Male,2110,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,11-Jan-13,36,Driver,Slight,426062,439287,Daylight: street lights present,2,130015073,Dry,Female,855,Car,Fine without high winds
